Year,State,Offense,SubCat,TrueCount,Unfounded,Cleared,JuvCleared
2014,Texas,Human Trafficking,Involuntary Servitude,2,0,2,0
2014,Texas,Human Trafficking,Involuntary Servitude,3,0,3,0
2014,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,1
2014,Texas,Human Trafficking,Commercial Sex Acts,3,0,1,0
2014,Texas,Human Trafficking,Involuntary Servitude,3,0,0,0
2014,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2014,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2014,Minnesota,Human Trafficking,Commercial Sex Acts,2,0,2,0
2014,Minnesota,Human Trafficking,Commercial Sex Acts,2,0,0,0
2014,Texas,Human Trafficking,Commercial Sex Acts,2,0,1,0
2014,Texas,Human Trafficking,Involuntary Servitude,8,0,0,0
2014,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2017,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Arizona,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,6,1,0,0
2017,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Rhode Island,Human Trafficking,Commercial Sex Acts,2,0,0,0
2018,Rhode Island,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Rhode Island,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Rhode Island,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,Rhode Island,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Oregon,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,2,0,1,0
2019,Nevada,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,2,0,2,0
2016,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Texas,Human Trafficking,Commercial Sex Acts,5,0,0,0
2016,Texas,Human Trafficking,Involuntary Servitude,2,0,0,0
2016,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Texas,Human Trafficking,Involuntary Servitude,3,0,0,0
2016,Nevada,Human Trafficking,Commercial Sex Acts,3,0,1,0
2016,Missouri,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Wisconsin,Human Trafficking,Commercial Sex Acts,2,0,0,0
2016,Oklahoma,Human Trafficking,Involuntary Servitude,1,0,0,0
2016,Oklahoma,Human Trafficking,Involuntary Servitude,1,0,1,0
2016,Rhode Island,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,South Carolina,Human Trafficking,Commercial Sex Acts,2,0,0,0
2016,South Carolina,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Tennessee,Human Trafficking,Commercial Sex Acts,2,0,0,0
2016,Texas,Human Trafficking,Commercial Sex Acts,2,0,0,0
2016,Texas,Human Trafficking,Commercial Sex Acts,6,0,3,0
2016,Texas,Human Trafficking,Involuntary Servitude,3,0,0,0
2016,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2016,Arizona,Human Trafficking,Commercial Sex Acts,2,0,2,0
2016,Florida,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Florida,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Florida,Human Trafficking,Commercial Sex Acts,4,3,3,0
2016,Florida,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Washington,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Washington,Human Trafficking,Commercial Sex Acts,6,0,3,0
2016,Wisconsin,Human Trafficking,Commercial Sex Acts,3,0,1,0
2016,Wisconsin,Human Trafficking,Involuntary Servitude,1,0,0,0
2016,Wyoming,Human Trafficking,Involuntary Servitude,1,0,1,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,3,0,0,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,3,0,1,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,15,0,14,0
2016,Alaska,Human Trafficking,Commercial Sex Acts,5,0,5,0
2016,Colorado,Human Trafficking,Involuntary Servitude,2,0,0,0
2016,Delaware,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Massachusetts,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Missouri,Human Trafficking,Commercial Sex Acts,2,0,2,0
2016,Louisiana,Human Trafficking,Commercial Sex Acts,2,0,0,0
2016,Louisiana,Human Trafficking,Commercial Sex Acts,10,0,9,0
2016,Nevada,Human Trafficking,Commercial Sex Acts,17,0,24,19
2016,Oklahoma,Human Trafficking,Commercial Sex Acts,2,0,2,0
2016,South Carolina,Human Trafficking,Commercial Sex Acts,2,0,0,0
2016,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Texas,Human Trafficking,Commercial Sex Acts,4,0,2,0
2016,Texas,Human Trafficking,Commercial Sex Acts,10,0,3,0
2016,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2016,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2016,Texas,Human Trafficking,Involuntary Servitude,2,0,1,0
2016,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2016,Illinois,Human Trafficking,Commercial Sex Acts,2,0,0,0
2016,Texas,Human Trafficking,Involuntary Servitude,4,0,0,0
2016,Michigan,Human Trafficking,Commercial Sex Acts,9,0,0,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,2,0,2,0
2016,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Washington,Human Trafficking,Commercial Sex Acts,2,0,0,0
2016,Wisconsin,Human Trafficking,Commercial Sex Acts,3,0,2,0
2016,Wyoming,Human Trafficking,Involuntary Servitude,1,0,0,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,2,0,1,0
2016,Hawaii,Human Trafficking,Commercial Sex Acts,2,0,0,0
2016,Arizona,Human Trafficking,Commercial Sex Acts,2,0,0,0
2016,Arizona,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Arizona,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,5,0,5,0
2016,Texas,Human Trafficking,Commercial Sex Acts,8,0,0,0
2016,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Kentucky,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Louisiana,Human Trafficking,Commercial Sex Acts,8,0,7,0
2016,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2018,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Texas,Human Trafficking,Involuntary Servitude,9,0,0,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Tennessee,Human Trafficking,Commercial Sex Acts,2,0,0,0
2018,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Florida,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Rhode Island,Human Trafficking,Commercial Sex Acts,4,0,0,0
2019,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,3,0,3,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Connecticut,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Connecticut,Human Trafficking,Involuntary Servitude,1,0,1,0
2020,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Rhode Island,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,North Carolina,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,North Carolina,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,1,1
2019,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Nebraska,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,Vermont,Human Trafficking,Commercial Sex Acts,1,0,2,0
2018,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Wisconsin,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2017,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Indiana,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,North Carolina,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,New Jersey,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Connecticut,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Oregon,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Oregon,Human Trafficking,Commercial Sex Acts,2,0,0,0
2016,Oregon,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Involuntary Servitude,17,0,17,0
2018,Washington,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Wisconsin,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Massachusetts,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Delaware,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,Delaware,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Maryland,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Missouri,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Missouri,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Nevada,Human Trafficking,Commercial Sex Acts,7,0,1,0
2018,Colorado,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,South Carolina,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,4,0,0,0
2019,Georgia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Kentucky,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Washington,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Tennessee,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Kentucky,Human Trafficking,Commercial Sex Acts,2,0,0,0
2018,Tennessee,Human Trafficking,Commercial Sex Acts,2,0,2,0
2020,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2019,Tennessee,Human Trafficking,Involuntary Servitude,1,0,0,0
2017,Connecticut,Human Trafficking,Commercial Sex Acts,1,0,0,0
2013,Kentucky,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Arkansas,Human Trafficking,Involuntary Servitude,1,0,0,0
2017,Kentucky,Human Trafficking,Involuntary Servitude,1,0,0,0
2017,Kentucky,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,Arkansas,Human Trafficking,Involuntary Servitude,1,0,0,0
2017,Kentucky,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Kentucky,Human Trafficking,Involuntary Servitude,10,0,0,0
2017,Kentucky,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Tennessee,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,North Carolina,Human Trafficking,Involuntary Servitude,2,0,0,0
2020,North Carolina,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Wisconsin,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Michigan,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Massachusetts,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Massachusetts,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,5,0,0,0
2020,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Tennessee,Human Trafficking,Commercial Sex Acts,2,0,0,0
2017,Kentucky,Human Trafficking,Involuntary Servitude,2,0,0,0
2020,Kentucky,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Kentucky,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,New Mexico,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Wisconsin,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,North Carolina,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Connecticut,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Kentucky,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,Kentucky,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Montana,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Illinois,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,Illinois,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Illinois,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,Colorado,Human Trafficking,Involuntary Servitude,1,0,1,0
2020,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Nevada,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Nevada,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Nevada,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,North Carolina,Human Trafficking,Involuntary Servitude,2,0,0,0
2017,Kentucky,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Missouri,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,North Carolina,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Connecticut,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Utah,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Missouri,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Missouri,Human Trafficking,Commercial Sex Acts,2,0,1,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Nebraska,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,North Carolina,Human Trafficking,Commercial Sex Acts,2,0,2,0
2019,North Carolina,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,North Dakota,Human Trafficking,Involuntary Servitude,1,0,0,0
2017,Kentucky,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Illinois,Human Trafficking,Involuntary Servitude,2,0,0,0
2014,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2014,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Illinois,Human Trafficking,Commercial Sex Acts,2,0,0,0
2014,Illinois,Human Trafficking,Involuntary Servitude,2,0,0,0
2014,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Tennessee,Human Trafficking,Commercial Sex Acts,2,0,0,0
2014,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Texas,Human Trafficking,Involuntary Servitude,2,0,0,0
2014,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2014,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2014,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2014,Texas,Human Trafficking,Involuntary Servitude,4,0,0,0
2014,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Texas,Human Trafficking,Involuntary Servitude,3,0,0,0
2014,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Texas,Human Trafficking,Involuntary Servitude,10,0,0,0
2014,Texas,Human Trafficking,Involuntary Servitude,3,0,0,0
2014,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Arizona,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Arizona,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Arizona,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Colorado,Human Trafficking,Commercial Sex Acts,2,0,2,0
2014,Illinois,Human Trafficking,Commercial Sex Acts,3,0,0,0
2014,Illinois,Human Trafficking,Involuntary Servitude,1,0,0,0
2014,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Texas,Human Trafficking,Involuntary Servitude,6,0,0,0
2018,Oklahoma,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Alaska,Human Trafficking,Commercial Sex Acts,1,1,0,0
2017,Oklahoma,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Oklahoma,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Oklahoma,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Louisiana,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Louisiana,Human Trafficking,Involuntary Servitude,1,0,1,0
2016,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Alaska,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Arizona,Human Trafficking,Commercial Sex Acts,10,0,2,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Texas,Human Trafficking,Commercial Sex Acts,2,0,0,0
2017,Texas,Human Trafficking,Involuntary Servitude,2,0,0,0
2017,Texas,Human Trafficking,Commercial Sex Acts,10,0,6,0
2017,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,1
2018,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Tennessee,Human Trafficking,Involuntary Servitude,1,0,0,0
2017,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2017,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Arizona,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Texas,Human Trafficking,Commercial Sex Acts,7,0,3,0
2018,Texas,Human Trafficking,Commercial Sex Acts,7,0,2,0
2018,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2019,Arizona,Human Trafficking,Commercial Sex Acts,3,0,1,0
2018,Massachusetts,Human Trafficking,Involuntary Servitude,1,0,0,0
2017,Massachusetts,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Massachusetts,Human Trafficking,Involuntary Servitude,1,0,1,0
2017,Texas,Human Trafficking,Involuntary Servitude,2,0,0,0
2017,Texas,Human Trafficking,Involuntary Servitude,10,0,10,10
2017,Texas,Human Trafficking,Commercial Sex Acts,2,1,0,0
2018,Florida,Human Trafficking,Involuntary Servitude,2,0,1,0
2018,Florida,Human Trafficking,Commercial Sex Acts,4,3,2,0
2018,Florida,Human Trafficking,Commercial Sex Acts,2,0,0,0
2017,Colorado,Human Trafficking,Commercial Sex Acts,2,0,0,0
2017,Colorado,Human Trafficking,Commercial Sex Acts,10,0,10,0
2019,Wisconsin,Human Trafficking,Commercial Sex Acts,2,0,2,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,3,0,3,0
2019,Arizona,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Arizona,Human Trafficking,Commercial Sex Acts,3,1,0,0
2017,Tennessee,Human Trafficking,Commercial Sex Acts,6,0,6,0
2017,Texas,Human Trafficking,Involuntary Servitude,15,0,8,6
2017,Texas,Human Trafficking,Involuntary Servitude,2,0,1,0
2017,Texas,Human Trafficking,Involuntary Servitude,8,0,8,0
2018,Massachusetts,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,2,0,2,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,2,0,0,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Illinois,Human Trafficking,Commercial Sex Acts,2,0,0,0
2018,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,2,0,2,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,2,0,0,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,2,0,1,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,2,0,0,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,4,0,4,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,3,0,3,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,2,0,0,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,2,0,1,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,4,0,2,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,4,0,4,0
2017,Texas,Human Trafficking,Involuntary Servitude,2,0,2,0
2018,Massachusetts,Human Trafficking,Commercial Sex Acts,5,0,1,0
2018,Massachusetts,Human Trafficking,Commercial Sex Acts,3,0,0,0
2018,Louisiana,Human Trafficking,Involuntary Servitude,1,0,1,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,3,0,3,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,3,0,1,0
2017,North Dakota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2020,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,West Virginia,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Michigan,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Idaho,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Maine,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Michigan,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Missouri,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Texas,Human Trafficking,Involuntary Servitude,3,0,0,0
